id,sentence,file_name,location,label,negative,positive,neutral
719,There is no reason to believe that more of the same will achieve these objectives in Iraq.,doc5.txt,72,neg,0.6477934870012563,0.35220651299874367,0.3288602757320926
720,"And, while some have proposed escalating this war by adding thousands of more troops, there is little reason to believe that this will achieve these results either.",doc5.txt,73,neg,0.5334783701638689,0.4665216298361311,0.2896079108538216
721,"It’s not clear that these troop levels are sustainable for a significant period of time, and according to our commanders on the ground, adding American forces will only relieve the Iraqis from doing more on their own.",doc5.txt,74,neutral,0.4473098138265108,0.5526901861734892,0.7884816467809882
722,"Moreover, without a coherent strategy or better cooperation from the Iraqis, we would only be putting more of our soldiers in the crossfire of a civil war.",doc5.txt,75,neutral,0.5153799150619818,0.4846200849380183,0.570925372353101
723,Let me underscore this point.,doc5.txt,76,neg,0.6457179935243,0.35428200647569996,0.3569823349659538
724,"The American soldiers I met when I traveled to Iraq this year were performing their duties with bravery, with brilliance, and without question.",doc5.txt,77,neutral,0.38321359315919723,0.6167864068408028,0.6678657723020809
725,They are doing so today.,doc5.txt,78,neutral,0.5876279833169882,0.41237201668301177,0.9423642649641005
726,"They have battled insurgents, secured cities, and maintained some semblance of order in Iraq.",doc5.txt,79,neutral,0.5214205589729778,0.4785794410270222,0.9515833474242529
727,"But even as they have carried out their responsibilities with excellence and valor, they have also told me that there is no military solution to this war.",doc5.txt,80,neutral,0.5565537233210953,0.44344627667890474,0.9169762166336791
728,"Our troops can help suppress the violence, but they cannot solve its root causes.",doc5.txt,81,neutral,0.5888839454160364,0.4111160545839636,0.8888917569253058
729,"And all the troops in the world won’t be able to force Shia, Sunni, and Kurd to sit down at a table, resolve their differences, and forge a lasting peace.",doc5.txt,82,neutral,0.2796231224303839,0.7203768775696161,0.8913446248565401
730,I have long said that the only solution in Iraq is a political one.,doc5.txt,83,neg,0.6407690941176173,0.3592309058823827,0.267406988078703
731,"To reach such a solution, we must communicate clearly and effectively to the factions in Iraq that the days of asking, urging, and waiting for them to take control of their own country are coming to an end.",doc5.txt,84,neutral,0.2803710798522795,0.7196289201477205,0.7482594368487466
732,"No more coddling, no more equivocation.",doc5.txt,85,neg,0.6395488844264188,0.3604511155735813,0.24148032154158952
733,Our best hope for success is to use the tools we have ?,doc5.txt,86,neutral,0.25833465354916485,0.7416653464508352,0.8001660894656442
734,"military, financial, diplomatic ?",doc5.txt,87,neutral,0.5228616078396554,0.4771383921603446,0.8281452678718976
735,to pressure the Iraqi leadership to finally come to a political agreement between the warring factions that can create some sense of stability in the country and bring this conflict under control.,doc5.txt,88,neutral,0.24198763271591872,0.7580123672840813,0.8008796283995682
736,The first part of this strategy begins by exerting the greatest leverage we have on the Iraqi government ?,doc5.txt,89,neutral,0.2331817983366824,0.7668182016633176,0.62739201741165
737,a phased redeployment of U.S. troops from Iraq on a timetable that would begin in four to six months.,doc5.txt,90,neutral,0.5211798038712232,0.4788201961287768,0.9946279483321215
738,"When I first advocated steps along these lines over a year ago, I had hoped that this phased redeployment could begin by the end of 2006.",doc5.txt,91,neutral,0.6307811748525511,0.3692188251474488,0.6787010896507469
739,"Such a timetable may now need to begin in 2007, but begin it must.",doc5.txt,92,neutral,0.48284627139572167,0.5171537286042783,0.6352300811622956
740,For only through this phased redeployment can we send a clear message to the Iraqi factions that the U.S. is not going to hold together this country indefinitely ?,doc5.txt,93,neutral,0.6689787339908839,0.3310212660091161,0.7090402823292378
741,that it will be up to them to form a viable government that can effectively run and secure Iraq.,doc5.txt,94,neutral,0.24716583522506475,0.7528341647749353,0.6525488195263408
742,Let me be more specific.,doc5.txt,95,neg,0.6100318135186418,0.3899681864813583,0.24090740138918232
743,The President should announce to the Iraqi people that our policy will include a gradual and substantial reduction in U.S. forces.,doc5.txt,96,neutral,0.2838017601813899,0.7161982398186101,0.9308034053085253
744,He should then work with our military commanders to map out the best plan for such a redeployment and determine precise levels and dates.,doc5.txt,97,neutral,0.3964618935038876,0.6035381064961124,0.7451877904577026
745,"When possible, this should be done in consultation with the Iraqi government ?",doc5.txt,98,neutral,0.5965632193515311,0.40343678064846894,0.5378471097580791
746,but it should not depend on Iraqi approval.,doc5.txt,99,neg,0.7039804005693058,0.2960195994306942,0.3477645262481499
747,I am not suggesting that this timetable be overly-rigid.,doc5.txt,100,neg,0.6632063336819872,0.3367936663180128,0.35024543615687137
748,"We cannot compromise the safety of our troops, and we should be willing to adjust to realities on the ground.",doc5.txt,101,pos,0.24341717478000224,0.7565828252199978,0.49144103093097735
749,The redeployment could be temporarily suspended if the parties in Iraq reach an effective political arrangement that stabilizes the situation and they offer us a clear and compelling rationale for maintaining certain troop levels.,doc5.txt,102,pos,0.3707836571071379,0.6292163428928621,0.20096564152374619
750,"Moreover, it could be suspended if at any point U.S. commanders believe that a further reduction would put American troops in danger.",doc5.txt,103,neg,0.7289205698865591,0.27107943011344093,0.3225641724789489
751,Drawing down our troops in Iraq will allow us to redeploy additional troops to Northern Iraq and elsewhere in the region as an over-the-horizon force.,doc5.txt,104,neutral,0.3836767302065798,0.6163232697934202,0.7611692967871363
752,"This force could help prevent the conflict in Iraq from becoming a wider war, consolidate gains in Northern Iraq, reassure allies in the Gulf, allow our troops to strike directly at al Qaeda wherever it may exist, and demonstrate to international terrorist organizations that they have not driven us from the region.",doc5.txt,105,neutral,0.4119415142009768,0.5880584857990232,0.8481719204404735
753,"Perhaps most importantly, some of these troops could be redeployed to Afghanistan, where our lack of focus and commitment of resources has led to an increasing deterioration of the security situation there.",doc5.txt,106,neutral,0.5807675609012299,0.4192324390987701,0.8014752345807308
754,"The President’s decision to go to war in Iraq has had disastrous consequences for Afghanistan -- we have seen a fierce Taliban offensive, a spike in terrorist attacks, and a narcotrafficking problem spiral out of control.",doc5.txt,107,neutral,0.5065388131030046,0.49346118689699536,0.981763727055872
755,"Instead of consolidating the gains made by the Karzai government, we are backsliding towards chaos.",doc5.txt,108,neutral,0.5163476183356751,0.4836523816643249,0.8795820096626445
756,"By redeploying from Iraq to Afghanistan, we will answer NATO’s call for more troops and provide a much-needed boost to this critical fight against terrorism.",doc5.txt,109,neutral,0.3016313120648727,0.6983686879351273,0.6259235963230788
757,"As a phased redeployment is executed, the majority of the U.S. troops remaining in Iraq should be dedicated to the critical, but less visible roles, of protecting logistics supply points, critical infrastructure, and American enclaves like the Green Zone, as well as acting as a rapid reaction force to respond to emergencies and go after terrorists.",doc5.txt,110,neutral,0.2807426747782592,0.7192573252217408,0.5891132521317327
758,"In such a scenario, it is conceivable that a significantly reduced U.S. force might remain in Iraq for a more extended period of time.",doc5.txt,111,pos,0.40269719741385746,0.5973028025861425,0.21144261708475565
759,But only if U.S. commanders think such a force would be effective; if there is substantial movement towards a political solution among Iraqi factions; if the Iraqi government showed a serious commitment to disbanding the militias; and if the Iraqi government asked us ?,doc5.txt,112,neg,0.6076328300077136,0.3923671699922864,0.10047893007365173
760,in a public and unambiguous way ?,doc5.txt,113,neutral,0.46427115344949255,0.5357288465505075,0.7680570032092723
761,for such continued support.,doc5.txt,114,neutral,0.4762400402026882,0.5237599597973118,0.5407314781286278
762,"We would make clear in such a scenario that the United States would not be maintaining permanent military bases in Iraq, but would do what was necessary to help prevent a total collapse of the Iraqi state and further polarization of Iraqi society.",doc5.txt,115,neutral,0.6052622219925248,0.3947377780074753,0.7893919748104258
763,Such a reduced but active presence will also send a clear message to hostile countries like Iran and Syria that we intend to remain a key player in this region.,doc5.txt,116,pos,0.4388529854260168,0.5611470145739832,0.4886529072123564
764,"The second part of our strategy should be to couple this phased redeployment with a more effective plan that puts the Iraqi security forces in the lead, intensifies and focuses our efforts to train those forces, and expands the numbers of our personnel ?",doc5.txt,117,neutral,0.1964972522455446,0.8035027477544554,0.5355934947078932
765,especially special forces ?,doc5.txt,118,pos,0.3170534339941743,0.6829465660058257,0.475913627326305
766,who are deployed with Iraqi as units advisers.,doc5.txt,119,neutral,0.4395969841410975,0.5604030158589025,0.8314721968163371
767,An increase in the quality and quantity of U.S. personnel in training and advisory roles can guard against militia infiltration of Iraqi units; develop the trust and goodwill of Iraqi soldiers and the local populace; and lead to better intelligence while undercutting grassroots support for the insurgents.,doc5.txt,120,neutral,0.31308883814639055,0.6869111618536095,0.708609729972968
768,Let me emphasize one vital point ?,doc5.txt,121,neg,0.5995201720927505,0.4004798279072494,0.22088194096807878
769,any U.S. strategy must address the problem of sectarian militias in Iraq.,doc5.txt,122,neutral,0.6193309142629184,0.38066908573708164,0.8760920154798068
770,"In the absence of a genuine commitment on the part of all of the factions in Iraq to deal with this issue, it is doubtful that a unified Iraqi government can function for long, and it is doubtful that U.S. forces, no matter how large, can prevent an escalation of widespread sectarian killing.",doc5.txt,123,neutral,0.6005766271571717,0.3994233728428283,0.7649719896766015
771,"Of course, in order to convince the various factions to embark on the admittedly difficult task of disarming their militias, the Iraqi government must also make headway on reforming the institutions that support the military and the police.",doc5.txt,124,neutral,0.44850539555336233,0.5514946044466377,0.8217045881751024
772,"We can teach the soldiers to fight and police to patrol, but if the Iraqi government will not properly feed, adequately pay, or provide them with the equipment they need, they will continue to desert in large numbers, or maintain fealty only to their religious group rather than the national government.",doc5.txt,125,neutral,0.5123370846692972,0.48766291533070283,0.7971950234687549
773,The security forces have to be far more inclusive ?,doc5.txt,126,neutral,0.6694845725610609,0.33051542743893914,0.5624018407405323
774,standing up an army composed mainly of Shiites and Kurds will only cause the Sunnis to feel more threatened and fight even harder.,doc5.txt,127,neutral,0.6890801355717622,0.3109198644282378,0.6681742121276275
775,The third part of our strategy should be to link continued economic aid in Iraq with the existence of tangible progress toward a political settlement.,doc5.txt,128,neutral,0.20695487358473275,0.7930451264152673,0.8563973712096556
776,"So far, Congress has given the Administration unprecedented flexibility in determining how to spend more than $20 billion dollars in Iraq.",doc5.txt,129,neg,0.561622164691965,0.4383778353080349,0.40786174927780855
777,"But instead of effectively targeting this aid, we have seen some of the largest waste, fraud, and abuse of foreign aid in American history.",doc5.txt,130,neutral,0.4514928072238318,0.5485071927761682,0.8904323390808576
778,"Today, the Iraqi landscape is littered with ill-conceived, half-finished projects that have done almost nothing to help the Iraqi people or stabilize the country.",doc5.txt,131,neutral,0.755690807814161,0.24430919218583905,0.518976299870623
779,"This must end in the next session of Congress, when we reassert our authority to oversee the management of this war.",doc5.txt,132,neutral,0.383387861531553,0.616612138468447,0.9650559452535105
780,This means no more bloated no-bid contracts that cost the taxpayers millions in overhead and administrative expenses.,doc5.txt,133,neg,0.566447130229189,0.433552869770811,0.33898779925862593
781,We need to continue to provide some basic reconstruction funding that will be used to put Iraqis to work and help our troops stabilize key areas.,doc5.txt,134,neutral,0.39686614115260077,0.6031338588473992,0.5207700166037865
782,But we need to also move towards more condition-based aid packages where economic assistance is contingent upon the ability of Iraqis to make measurable progress on reducing sectarian violence and forging a lasting political settlement.,doc5.txt,135,neutral,0.412818542881614,0.587181457118386,0.5974771488208571
783,"Finally, we have to realize that the entire Middle East has an enormous stake in the outcome of Iraq, and we must engage neighboring countries in finding a solution.",doc5.txt,136,neutral,0.4142395905974364,0.5857604094025636,0.7696172554684356
784,"This includes opening dialogue with both Syria and Iran, an idea supported by both James Baker and Robert Gates.",doc5.txt,137,pos,0.4916442463667745,0.5083557536332255,0.4839165967870545
785,"We know these countries want us to fail, and we should remain steadfast in our opposition to their support of terrorism and Iran’s nuclear ambitions.",doc5.txt,138,pos,0.3371179262751145,0.6628820737248855,0.3884973645672079
786,"But neither Iran nor Syria want to see a security vacuum in Iraq filled with chaos, terrorism, refugees, and violence, as it could have a destabilizing effect throughout the entire region ?",doc5.txt,139,neg,0.526512786915081,0.47348721308491903,0.08168207132590077
787,and within their own countries.,doc5.txt,140,neutral,0.2308601175602052,0.7691398824397948,0.6331898994923614
788,"And so I firmly believe that we should convene a regional conference with the Iraqis, Saudis, Iranians, Syrians, the Turks, Jordanians, the British and others.",doc5.txt,141,pos,0.3673616753793759,0.6326383246206241,0.3490286085737566
789,"The goal of this conference should be to get foreign fighters out of Iraq, prevent a further descent into civil war, and push the various Iraqi factions towards a political solution.",doc5.txt,142,neutral,0.5893023731491607,0.4106976268508393,0.8780478347321057
790,Make no mistake ?,doc5.txt,143,neg,0.6135255572697034,0.38647444273029663,0.46525780610137196
791,"if the Iranians and Syrians think they can use Iraq as another Afghanistan or a staging area from which to attack Israel or other countries, they are badly mistaken.",doc5.txt,144,neutral,0.7888693729109499,0.21113062708905,0.8651033833517436
792,It is in our national interest to prevent this from happening.,doc5.txt,145,neutral,0.33771693603436703,0.662283063965633,0.6217058715245848
793,"We should also make it clear that, even after we begin to drawdown forces, we will still work with our allies in the region to combat international terrorism and prevent the spread of weapons of mass destruction.",doc5.txt,146,neutral,0.3160189951013421,0.6839810048986579,0.8091001244601731
794,It is simply not productive for us not to engage in discussions with Iran and Syria on an issue of such fundamental importance to all of us.,doc5.txt,147,pos,0.4029442730518774,0.5970557269481226,0.23324348717450846
795,This brings me to a set of broader points.,doc5.txt,148,neg,0.5128368013694125,0.4871631986305875,0.3751284269197723
796,"As we change strategy in Iraq, we should also think about what Iraq has taught us about America’s strategy in the wider struggle against rogue threats and international terrorism.",doc5.txt,149,neutral,0.2658941844072694,0.7341058155927306,0.7911703257644479
797,Many who supported the original decision to go to war in Iraq have argued that it has been a failure of implementation.,doc5.txt,150,neg,0.6038857408687239,0.39611425913127607,0.24542672257117834
798,But I have long believed it has also been a failure of conception ?,doc5.txt,151,neg,0.6822844131258721,0.31771558687412793,0.20783991122574166
799,that the rationale behind the war itself was misguided.,doc5.txt,152,neg,0.63236671440698,0.36763328559302005,0.4959656784308857
800,"And so going forward, I believe there are strategic lessons to be learned from this as we continue to confront the new threats of this new century.",doc5.txt,153,neutral,0.38153951580097223,0.6184604841990278,0.5491692729910667
801,The first is that we should be more modest in our belief that we can impose democracy on a country through military force.,doc5.txt,154,pos,0.38907516150090615,0.6109248384990938,0.20749510674800478
802,"In the past, it has been movements for freedom from within tyrannical regimes that have led to flourishing democracies; movements that continue today.",doc5.txt,155,neutral,0.3400436642929703,0.6599563357070297,0.8878031247776095
803,"This doesn’t mean abandoning our values and ideals; wherever we can, it’s in our interest to help foster democracy through the diplomatic and economic resources at our disposal.",doc5.txt,156,neg,0.6309628906356873,0.36903710936431267,0.28159528222918123
804,"But even as we provide such help, we should be clear that the institutions of democracy ?",doc5.txt,157,pos,0.33870223194941007,0.6612977680505899,0.1909255836072562
805,"free markets, a free press, a strong civil society ?",doc5.txt,158,neutral,0.2820369346031042,0.7179630653968958,0.5786718663059923
806,"cannot be built overnight, and they cannot be built at the end of a barrel of a gun.",doc5.txt,159,neutral,0.555362976388067,0.444637023611933,0.9453907474691833
807,And so we must realize that the freedoms FDR once spoke of ?,doc5.txt,160,neutral,0.5425150275609448,0.45748497243905517,0.7697953000022224
808,especially freedom from want and freedom from fear ?,doc5.txt,161,neutral,0.38743175548425934,0.6125682445157407,0.6003269752531326
809,do not just come from deposing a tyrant and handing out ballots; they are only realized once the personal and material security of a people is ensured as well.,doc5.txt,162,neutral,0.6002766989557389,0.3997233010442612,0.6183251568515653
810,"The second lesson is that in any conflict, it is not enough to simply plan for war; you must also plan for success.",doc5.txt,163,neg,0.5322764274043841,0.4677235725956159,0.2920312870610615
811,Much has been written about how the military invasion of Iraq was planned without any thought to what political situation we would find after Baghdad fell.,doc5.txt,164,neutral,0.5464186618687505,0.45358133813124946,0.8635064276331844
812,Such lack of foresight is simply inexcusable.,doc5.txt,165,neg,0.7114236338409354,0.28857636615906457,0.19932296203235908
813,"If we commit our troops anywhere in the world, it is our solemn responsibility to define their mission and formulate a viable plan to fulfill that mission and bring our troops home.",doc5.txt,166,neutral,0.2936172141682214,0.7063827858317786,0.9910990416395289
814,"The final lesson is that in an interconnected world, the defeat of international terrorism ?",doc5.txt,167,neutral,0.47350477192242224,0.5264952280775778,0.7276189141558351
815,"and most importantly, the prevention of these terrorist organizations from obtaining weapons of mass destruction -- will require the cooperation of many nations.",doc5.txt,168,neutral,0.2865247884166655,0.7134752115833345,0.7554052960653328
816,We must always reserve the right to strike unilaterally at terrorists wherever they may exist.,doc5.txt,169,neutral,0.2532251057909113,0.7467748942090887,0.6732365343254881
817,"But we should know that our success in doing so is enhanced by engaging our allies so that we receive the crucial diplomatic, military, intelligence, and financial support that can lighten our load and add legitimacy to our actions.",doc5.txt,170,neg,0.506535159236816,0.493464840763184,0.38161261813437397
818,"This means talking to our friends and, at times, even our enemies.",doc5.txt,171,neutral,0.37237820162270485,0.6276217983772951,0.8388879889889201
819,We need to keep these lessons in mind as we think about the broader threats America now faces ?,doc5.txt,172,pos,0.3732803537248097,0.6267196462751903,0.4424507393946909
820,threats we haven’t paid nearly enough attention to because we have been distracted in Iraq.,doc5.txt,173,neg,0.7102723057560631,0.2897276942439368,0.17417935842884077
821,"The National Intelligence Estimate, which details how we’re creating more terrorists in Iraq than we’re defeating, is the most obvious example of how the war is hurting our efforts in the larger battle against terrorism.",doc5.txt,174,pos,0.29515229263989995,0.7048477073601,0.17636028158344982
822,But there are many others.,doc5.txt,175,pos,0.3843237283520452,0.6156762716479548,0.30650395414449066
823,"The overwhelming presence of our troops, our intelligence, and our resources in Iraq has stretched our military to the breaking point and distracted us from the growing threats of a dangerous world.",doc5.txt,176,neutral,0.4332935279914414,0.5667064720085586,0.7256880124023288
824,"The Chairman of the Joint Chiefs recently said that if a conflict arose in North Korea, we’d have to largely rely on the Navy and Air Force to take care of it, since the Army and Marines are engaged elsewhere.",doc5.txt,177,neutral,0.26303386527555983,0.7369661347244402,0.9414324120606362
825,"In my travels to Africa, I have seen weak governments and broken societies that can be exploited by al Qaeda.",doc5.txt,178,neg,0.6092726350701275,0.3907273649298725,0.18027427762594597
826,"And on a trip to the former Soviet Union, I have seen the biological and nuclear weapons terrorists could easily steal while the world looks the other way.",doc5.txt,179,neutral,0.4504887523143345,0.5495112476856655,0.7805690105795424
827,There is one other place where our mistakes in Iraq have cost us dearly ?,doc5.txt,180,neutral,0.4713372607830638,0.5286627392169362,0.5717778837287474
828,and that is the loss of our government’s credibility with the American people.,doc5.txt,181,neutral,0.22697102810616854,0.7730289718938315,0.9455895330821257
829,"According to a Pew survey, 42% of Americans now agree with the statement that the U.S. should ""mind its own business internationally and let other countries get along the best they can on their own.”
We cannot afford to be a country of isolationists right now.",doc5.txt,182,neutral,0.45026609965692055,0.5497339003430795,0.8052511037060716
830,"9/11 showed us that try as we might to ignore the rest of the world, our enemies will no longer ignore us.",doc5.txt,183,neutral,0.5329304474554242,0.4670695525445759,0.5075639502972212
831,"And so we need to maintain a strong foreign policy, relentless in pursuing our enemies and hopeful in promoting our values around the world.",doc5.txt,184,neutral,0.3456173740337145,0.6543826259662855,0.5523427547820081
832,"But to guard against isolationist sentiments in this country, we must change conditions in Iraq and the policy that has characterized our time there ?",doc5.txt,185,neutral,0.3369909101266826,0.6630090898733174,0.9237274009405727
833,a policy based on blind hope and ideology instead of fact and reality.,doc5.txt,186,neutral,0.6620732318339327,0.33792676816606726,0.7480232000146668
834,Americans called for this more serious policy a few Tuesdays ago.,doc5.txt,187,neg,0.5631249046958845,0.4368750953041155,0.24457725795928364
835,It’s time that we listen to their concerns and win back their trust.,doc5.txt,188,neutral,0.25355417746585873,0.7464458225341413,0.7068195497352411
836,I spoke here a year ago and delivered a message about Iraq that was similar to the one I did today.,doc5.txt,189,pos,0.4847729530505127,0.5152270469494873,0.20836319044949733
837,I refuse to accept the possibility that I will have to come back a year from now and say the same thing.,doc5.txt,190,pos,0.4982434795150045,0.5017565204849955,0.45901324613244116
838,There have been too many speeches.,doc5.txt,191,neg,0.5509663408465939,0.44903365915340615,0.20259554582887593
839,There have been too many excuses.,doc5.txt,192,neg,0.5646869739491095,0.4353130260508905,0.20259554582887593
840,"There have been too many flag-draped coffins, and there have been too many heartbroken families.",doc5.txt,193,neg,0.5158570334071396,0.4841429665928604,0.24913638449476852
841,The time for waiting in Iraq is over.,doc5.txt,194,neutral,0.6024596976480138,0.39754030235198623,0.8157954275149321
842,It is time to change our policy.,doc5.txt,195,neutral,0.4442661021537144,0.5557338978462856,0.7479617958891294
843,It is time to give Iraqis their country back.,doc5.txt,196,neutral,0.41030432064502076,0.5896956793549792,0.9109993165563877
844,And it is time to refocus America’s efforts on the wider struggle yet to be won.,doc5.txt,197,neutral,0.4640438949951491,0.5359561050048509,0.5288447578905338
845,Thank you.,doc5.txt,198,pos,0.40176463218030245,0.5982353678196975,0.3997851681533713
846, Good morning.,doc6.txt,0,pos,0.3167272858289869,0.6832727141710131,0.4350894902295878
847,"As some of you know, Senator Lugar and I recently traveled to Russia, Ukraine, and Azerbaijan to witness firsthand both the progress we're making in securing the world's most dangerous weapons, as well as the serious challenges that lie ahead.",doc6.txt,1,pos,0.16338776454716553,0.8366122354528345,0.32137781257045195
848,"Now, few people understand these challenges better than the co-founder of the Cooperative Threat Reduction Program, Dick Lugar, and this is something that became particularly clear to me during one incident on the trip.",doc6.txt,2,pos,0.3904506882082486,0.6095493117917514,0.26705721717609104
849,"We were in Ukraine, visiting a pathogen laboratory in Kiev.",doc6.txt,3,neutral,0.5137869805937454,0.48621301940625455,0.5566643216612709
850,"This is a city of two and a half million, and in a non-descript building right in the middle of town stood this facility that once operated on the fringes of the Soviet biological weapons program.",doc6.txt,4,neutral,0.300404363277066,0.699595636722934,0.8998288208251947
851,"We entered through no fences or discernible security, and once we did, we found ourselves in a building with open first-floor windows and padlocks that many of us would not use to secure our own luggage.",doc6.txt,5,neutral,0.18587097320300805,0.814129026796992,0.582681048432735
852,Our guide then brought us right up to what looked like a mini-refrigerator.,doc6.txt,6,pos,0.38223783001941136,0.6177621699805886,0.340391611226583
853,"Inside, staring right at us, were rows upon rows of test tubes.",doc6.txt,7,neg,0.5675784933021548,0.4324215066978451,0.26675573059680785
854,"She picked them up, clanked them around, and we listened to the translator explain what she was saying.",doc6.txt,8,neutral,0.4456647049857453,0.5543352950142547,0.9754749275117169
855,"Some of the tubes, he said, were filled with anthrax.",doc6.txt,9,neutral,0.42813282690827315,0.5718671730917269,0.5813231422474995
856,"Others, the plague.",doc6.txt,10,neutral,0.5143345987669334,0.4856654012330666,0.6278666643129175
857,"At this point I turned around and said ""Hey, where's Lugar?",doc6.txt,11,neg,0.6939113683344085,0.3060886316655915,0.3697798900749178
858,"Doesn't he want to see this?""",doc6.txt,12,neg,0.6449287010918646,0.3550712989081354,0.4027645007703147
859,"I found him standing about fifteen feet away, all the way in the back of the room.",doc6.txt,13,neutral,0.7275142875290356,0.2724857124709644,0.8556124335479124
860,"He looked at me and said, ""Been there, done that.""",doc6.txt,14,neg,0.6918425654962026,0.30815743450379735,0.401647332603726
861,"Of course, Dick has been there and he has done that, and thanks to the Cooperative Threat Reduction Programs he co-founded with Senator Sam Nunn, we've made amazing progress in finding, securing, and guarding some of the deadliest weapons that were left scattered throughout the former Soviet Union after the Cold War.",doc6.txt,15,neutral,0.4629923797831166,0.5370076202168834,0.8592751917551639
862,But this is one story that shows our job is far from finished at a time when demand for these weapons has never been greater.,doc6.txt,16,pos,0.27329838831742437,0.7267016116825756,0.2421198654094756
863,"Right now, rogue states and despotic regimes are looking to begin or accelerate their own nuclear programs.",doc6.txt,17,neutral,0.44735334659213966,0.5526466534078603,0.7422630014735505
864,"And as we speak, members of Al Qaeda and other terrorists organizations are aggressively pursuing weapons of mass destruction, which they would use without hesitation.",doc6.txt,18,neutral,0.35220600387857126,0.6477939961214287,0.8089671270198514
865,We've heard the horror stories - attempts by rogue states to recruit former Soviet weapons scientists; terrorists shopping for weapons grade materials on the black market.,doc6.txt,19,neutral,0.5298944980137289,0.4701055019862711,0.9591325130562715
866,Some weapons experts believe that terrorists are likely to find enough fissile material to build a bomb in the next ten years - and we can imagine with horror what the world will be like if they succeed.,doc6.txt,20,neg,0.5797929793593639,0.4202070206406361,0.2963272632158151
867,"Today, experts tell us that we're in a race against time to prevent this scenario from unfolding.",doc6.txt,21,neutral,0.3100174703562978,0.6899825296437022,0.7390054664525997
868,"And that is why the nuclear, chemical, and biological weapons within the borders of the former Soviet Union represent the greatest threat to the security of the United States - a threat we need to think seriously and intelligently about in the months to come.",doc6.txt,22,neutral,0.4391161276293627,0.5608838723706373,0.777030076247435
869,"Fortunately, the success of Cooperative Threat Reduction - especially in securing nuclear weapons - serves as a model of how we can do this.",doc6.txt,23,pos,0.4186385486151927,0.5813614513848073,0.24051230474671279
870,"And so the question we need to be asking ourselves today is, what is the future of this program?",doc6.txt,24,neg,0.5627526048680518,0.43724739513194827,0.3452323650930282
871,"With the situation in Russia and the rest of the former Soviet Union so drastically different than it was in 1991, or even in 1996 or 2001, what must we do to effectively confront this threat in the days and years to come?",doc6.txt,25,neutral,0.5065326337331807,0.4934673662668193,0.8982656474650687
872,"The answers to these questions will require sustained involvement by the Executive Branch, Congress, non-governmental organizations, and the international community.",doc6.txt,26,neutral,0.29031342251732295,0.709686577482677,0.980889578584072
873,"Everyone has a role to play, and everyone must accelerate this involvement.",doc6.txt,27,neutral,0.5793340755875269,0.4206659244124731,0.8786786510132646
874,"For my part, I would suggest three important elements that should be included in such a discussion.",doc6.txt,28,pos,0.35992990150499604,0.640070098495004,0.08728094859849579
875,"First, the Nunn-Lugar program should be more engaged in containing proliferation threats from Soviet-supplied, civilian research reactors throughout Russia and the Independent States.",doc6.txt,29,neutral,0.3586254329428127,0.6413745670571873,0.8050657347874943
876,"The Department of Energy and others have certainly made progress in converting civilian reactors to low-enriched uranium, taking back spent fuel, and closing unnecessary facilities.",doc6.txt,30,neg,0.5928904366690023,0.4071095633309977,0.2865631873011031
877,"Yet, a serious threat still remains.",doc6.txt,31,neg,0.5010657594889507,0.4989342405110493,0.2221558990407444
878,"Many of these aging research facilities have the largest, least secure quantities of highly enriched uranium in the world - the quickest way to a nuclear weapon.",doc6.txt,32,neutral,0.24426396381050475,0.7557360361894953,0.7641789660364412
879,"For a scientist or other employee to simply walk out of the lab with enough material to construct a weapon of mass destruction is far too easy, and the consequences would be far too devastating.",doc6.txt,33,neg,0.6544617911689323,0.3455382088310677,0.12704384322505646
880,Not to mention the environmental and public health and safety catastrophe that could come from a failure to store and transport these materials safely and securely.,doc6.txt,34,neutral,0.748496771981588,0.251503228018412,0.7148195666034468
881,"In a way that balances the needs of science and security, more needs to be done to bring these materials - as well as other sources that can be used to construct improvised nuclear weapons and radiological devices -- under control and dramatically reduce the proliferation threat they pose.",doc6.txt,35,neutral,0.5095984731570424,0.49040152684295757,0.7980920611423429
882,"In the years ahead, this should become an increasing priority for the Nunn-Lugar program, the Congress, and the Russians, who are already taking important steps to help implement these programs.",doc6.txt,36,neutral,0.2937480658052012,0.7062519341947988,0.6151887951523198
883,I want to turn to a second critical area: biological weapons threat reduction programs.,doc6.txt,37,neutral,0.6348846919369895,0.3651153080630105,0.6120658093649071
884,"Throughout the Cold War, the Soviet Union was engaged in a massive undertaking in the field of germ warfare.",doc6.txt,38,neutral,0.6025465357314219,0.3974534642685781,0.5910424770917296
885,"At its height in the late 1980's, this program stockpiled of some of the most dangerous agents known to man - plague, smallpox, and anthrax - to name just a few.",doc6.txt,39,neutral,0.5389478426981245,0.4610521573018755,0.7861068351848425
886,"As one book says, ""disease by the ton was its industry.""",doc6.txt,40,neutral,0.5474383943804357,0.45256160561956427,0.8229329590284317
887,"Besides the devastation they can cause to a civilian population, biological agents can also be effective in asymmetrical warfare against U.S. troops.",doc6.txt,41,neutral,0.252914983048405,0.747085016951595,0.7251460235893035
888,"While they are often difficult to use, they are easy to transport, hard to detect, and, as we saw in Kiev, not always well secured.",doc6.txt,42,pos,0.49291253428083504,0.507087465719165,0.11327174583007404
